date,r_btc,r_btc_lag,log_volume_btc,google_trends,r_sp500,vix,r_dxy,r_gold,d_yield_10y,epu
2018-10-21,0.03969598937854304,-0.043940349244244385,13.982879208531013,13,0.00025294043387678194,19.253999999999998,0.005132782441442229,0.005467839141985001,0.050000000000000266,213.5853499
2018-10-28,-0.014829142896463414,0.03969598937854304,13.421667649683897,13,-0.040215499284022065,22.792,0.00676839153885549,0.005761833753353538,-0.1200000000000001,213.5853499
2018-11-04,-0.0012187315902636524,-0.014829142896463414,13.731498315435045,13,0.02393365569288345,21.625999999999998,0.0018662524856762341,-0.002025030054936704,0.14000000000000012,247.1332789
2018-11-11,-0.0049673972293572885,-0.0012187315902636524,13.823786220015355,17,0.021039638033273682,18.062,0.0038252825141117763,-0.020230838644484345,-0.03000000000000025,247.1332789
2018-11-18,-0.13035180302655747,-0.0049673972293572885,14.298640163428916,24,-0.016203932379742353,19.968,-0.004550633563996468,0.011844191759714379,-0.10999999999999988,247.1332789
2018-11-25,-0.3313987949678495,-0.13035180302655747,14.984453933420799,25,-0.03863469186291515,21.225,0.004653816765862744,0.00016351892768018528,-0.03000000000000025,247.1332789
2018-12-02,0.02388652472159276,-0.3313987949678495,14.925807646022324,20,0.047331189862632336,18.654,0.00360472093302386,0.0022864618813041694,-0.040000000000000036,220.3905672
2018-12-09,-0.15374615312798648,0.02388652472159276,14.874206691715527,19,-0.04714128158775799,20.4,-0.007843986962304178,0.021464553595155703,-0.1599999999999997,220.3905672
2018-12-16,-0.09385643672072842,-0.15374615312798648,14.828666623400412,20,-0.012688876534733549,21.628,0.009590174042542228,-0.00898161611176001,0.040000000000000036,220.3905672
2018-12-23,0.19428821782791095,-0.09385643672072842,15.396518131202836,17,-0.07311138913824021,26.833999999999996,-0.004938281640582566,0.013362871377532694,-0.10000000000000009,220.3905672
2018-12-30,-0.03335618673961665,0.19428821782791095,15.22346855872019,15,0.02819271641114767,31.195,-0.005792320704504322,0.01959843925855127,-0.06999999999999984,220.3905672
2019-01-06,0.04837817142965813,-0.03335618673961665,15.070205943852173,34,0.01841569900901027,23.8675,-0.002284765766983336,0.0021800070919498144,-0.050000000000000266,243.9905468
2019-01-13,-0.13735979500344475,0.04837817142965813,15.10341450021055,31,0.025117345537492813,19.907999999999998,-0.005316666159440648,0.0028734536138130583,0.040000000000000036,243.9905468
2019-01-20,0.01481719252212758,-0.13735979500344475,15.119984590712066,27,0.028253255766933057,18.514,0.0069788315119987615,-0.00536527860663698,0.08000000000000007,243.9905468
2019-01-27,0.0037475917006215454,0.01481719252212758,14.934513536280118,29,-0.0022116024383215193,19.1575,-0.005725305807274321,0.012012389184186251,-0.03000000000000025,243.9905468
2019-02-03,-0.027515385758618414,0.0037475917006215454,15.113102112433557,32,0.015527279357562656,17.674,-0.0021947022447882606,0.01831972461710224,-0.05999999999999961,173.7976955
2019-02-10,0.061632536495872976,-0.027515385758618414,15.098212284248186,28,0.0005171394914304541,15.754000000000001,0.0110291410364927,-0.002726654722709577,-0.07000000000000028,173.7976955
2019-02-17,-0.004030945647630324,0.061632536495872976,15.12427841810575,33,0.024693513296930616,15.636000000000001,0.0026867847102158755,0.0027266547227094875,0.03000000000000025,173.7976955
2019-02-24,0.02453151563961496,-0.004030945647630324,15.622897283078029,31,0.00614192976516007,14.217500000000001,-0.004032888977675857,0.008060610896527255,-0.010000000000000231,173.7976955
2019-03-03,0.014356400816305214,0.02453151563961496,16.368532916866993,28,0.003931103625821531,14.613999999999999,0.00020721094147903532,-0.025533302005164647,0.10999999999999988,240.8760736
2019-03-10,0.02736846677534286,0.014356400816305214,16.76624546558753,27,-0.021851305708731266,15.55,0.008047917973373786,7.696748127706331e-05,-0.13999999999999968,240.8760736
2019-03-17,0.016792219009092307,0.02736846677534286,16.794605190365242,28,0.02853434931617276,13.578,-0.007426542642693134,0.002766891320195204,-0.03000000000000025,240.8760736
2019-03-24,0.003309849815855765,0.016792219009092307,16.787974204578912,24,-0.007753631105314521,14.136000000000001,0.0006209894631354669,0.0071887736933548855,-0.1499999999999999,240.8760736
2019-03-31,0.026579309500803196,0.003309849815855765,16.736519285322327,47,0.011960888632759764,14.86,0.006497212563516855,-0.010571570799437813,-0.029999999999999805,240.8760736
2019-04-07,0.23202097911822483,0.026579309500803196,17.385470487112432,40,0.020360047465016923,13.38,0.0011301177552509763,-0.0022358438056289858,0.08999999999999986,191.2838485
2019-04-14,-0.007527876921611581,0.23202097911822483,15.50496594698438,33,0.005068888975945278,13.157999999999998,-0.004321883656653003,-0.00030878493374871105,0.06000000000000005,191.2838485
2019-04-21,0.02094832006368821,-0.007527876921611581,15.47079334908869,36,-0.0008258207062129642,12.256,0.004219198438099849,-0.014934938458690185,0.009999999999999787,191.2838485
2019-04-28,0.011151474395513956,0.02094832006368821,15.658392390305295,31,0.01194217686279777,12.764,0.006448663526533832,0.009981367958029353,-0.06000000000000005,191.2838485
2019-05-05,0.08538025155278063,0.011151474395513956,15.518209278947955,46,0.0019369643300040293,13.663999999999998,-0.0050120291080725295,-0.005836365347234134,0.03000000000000025,223.5479139
2019-05-12,0.19021541927384358,0.08538025155278063,15.737757207567736,73,-0.02203624435144072,17.86,-0.0019502187346138575,0.004749493102985143,-0.06999999999999984,223.5479139
2019-05-19,0.1551646133215941,0.19021541927384358,15.921536823501462,54,-0.007629502772001789,17.259999999999998,0.006860212232169615,-0.00912963307427118,-0.08000000000000007,223.5479139
2019-05-26,0.05636670696177742,0.1551646133215941,15.578885984650324,55,-0.011749115032781962,15.756,-0.003987531483698181,0.006173582691457251,-0.07000000000000028,223.5479139
2019-06-02,0.01133731064146892,0.05636670696177742,16.826173807646683,48,-0.026533412720232758,17.8525,0.0014332516786013814,0.021197849269654366,-0.17999999999999972,320.4310665
2019-06-09,-0.1338620517687055,0.01133731064146892,15.373722542162726,44,0.0430969383919074,16.830000000000002,-0.01245576863312827,0.02634504314469114,-0.050000000000000266,320.4310665
2019-06-16,0.16030626725514296,-0.1338620517687055,15.32050087123878,64,0.004756705668671565,15.788,0.01061263888751159,-0.001189325941127966,0.0,320.4310665
2019-06-23,0.19544749286456525,0.16030626725514296,15.48058561658612,100,0.02175674683428839,14.996,-0.013932832848551008,0.04052146591496027,-0.020000000000000018,320.4310665
2019-06-30,-0.007229823762063319,0.19544749286456525,15.79284185169433,68,-0.00295300861198082,15.73,-0.0009357941935828839,0.009666718249107257,-0.06999999999999984,320.4310665
2019-07-07,0.053740245472329654,-0.007229823762063319,15.617654257296941,64,0.016385518816055832,13.21,0.01199476690961151,-0.009666718249107356,0.040000000000000036,249.3960505
2019-07-14,-0.11260959633683429,0.053740245472329654,15.594389089636497,64,0.007794583282755735,13.280000000000001,-0.0049459142553561816,0.00860510945836687,0.08000000000000007,249.3960505
2019-07-21,0.0491911069270393,-0.11260959633683429,15.602242409878265,53,-0.01242003144899586,13.498,0.003505881091468969,0.010215313038522324,-0.07000000000000028,249.3960505
2019-07-28,-0.09660086528883398,0.0491911069270393,15.229971976599122,47,0.01642685834054544,12.622,0.008813338457639453,-0.005200292815556702,0.03000000000000025,249.3960505
2019-08-04,0.11694430786806674,-0.09660086528883398,15.174785664460117,56,-0.031489678038666646,15.674000000000001,0.0006119951231404112,0.026558846919435313,-0.21999999999999997,290.6558587
2019-08-11,0.0519094964993929,0.11694430786806674,15.305601712765808,50,-0.004580578187445439,19.826,-0.005931700763048801,0.03439314037446837,-0.1200000000000001,290.6558587
2019-08-18,-0.11046542475726769,0.0519094964993929,15.28454782409528,45,-0.010331737735143733,20.072,0.006645222020577269,0.009960176005333204,-0.18999999999999995,290.6558587
2019-08-25,-0.01725310535694331,-0.11046542475726769,15.095199184017906,43,-0.014505641560509031,17.346,-0.005107785136998041,0.009146803611579001,-0.030000000000000027,290.6558587
2019-09-01,-0.04098108889130153,-0.01725310535694331,14.955287182547137,42,0.027506237377436692,19.168,0.01302419712845621,-0.005347257605903145,-0.020000000000000018,237.3755573
2019-09-08,0.06693304951656943,-0.04098108889130153,15.040591020016564,37,0.017679793976382516,17.064999999999998,-0.005372269775541403,-0.009130084112267014,0.050000000000000044,237.3755573
2019-09-15,-0.008815223418493221,0.06693304951656943,14.78287836085139,36,0.009588954380561699,14.607999999999999,-0.0013221461371718329,-0.010613698308794106,0.34999999999999987,237.3755573
2019-09-22,-0.02751966657461881,-0.008815223418493221,14.763509237322706,46,-0.0051004360924768255,14.486,0.0025410391270855428,0.01034972417672594,-0.15999999999999992,237.3755573
2019-09-29,-0.22017982674933453,-0.02751966657461881,15.257492668694084,39,-0.01017829039233986,16.242,0.006072278551029321,-0.005758745022846954,-0.050000000000000044,237.3755573
2019-10-06,-0.020991292380926573,-0.22017982674933453,14.987274170868178,37,-0.0033142848830399387,18.304,-0.0030315302117456333,0.004305640407846663,-0.16999999999999993,202.2540357
2019-10-13,0.04945511985298729,-0.020991292380926573,15.13283526161348,33,0.00618005107621568,17.986,-0.005174787053750662,-0.01612508286777774,0.24,202.2540357
2019-10-20,-0.007040362557212101,0.04945511985298729,15.041386722677172,42,0.0053387182959847125,13.966,-0.010430608935263909,0.0036207629740275115,0.0,202.2540357
2019-10-27,0.14741899521463833,-0.007040362557212101,15.71138376594674,41,0.012115712043456833,13.766,0.005637860251480465,0.007468195009419147,0.040000000000000036,202.2540357
2019-11-03,-0.03538405969560889,0.14741899521463833,15.491501835374171,36,0.014549891295057899,12.831999999999999,-0.006049129021414858,0.004044159720161347,-0.07000000000000006,242.6026066
2019-11-10,-0.017713554935212834,-0.03538405969560889,15.297428686078524,34,0.008506544801512094,12.67,0.011350395387145485,-0.03261560660257915,0.20999999999999996,242.6026066
2019-11-17,-0.06008668889019667,-0.017713554935212834,15.151082514339686,37,0.008819421141507357,12.693999999999999,-0.003565066164496146,0.003820704654634188,-0.09999999999999987,242.6026066
2019-11-24,-0.20612371071111116,-0.06008668889019667,15.597778457758714,39,-0.0032740608305679327,12.714,0.00275131370376355,-0.003342317493623082,-0.07000000000000006,242.6026066
2019-12-01,0.0658986655153254,-0.20612371071111116,15.617657556189831,35,0.009822035995116735,11.945,0.0,0.006198296587064769,0.010000000000000009,232.0985303
2019-12-08,0.017157677886034412,0.0658986655153254,15.373941450819753,32,0.0015587971789557094,14.762,-0.005817233325598324,-0.005173951224849244,0.06000000000000005,232.0985303
2019-12-15,-0.05405023962484989,0.017157677886034412,15.178789586572792,38,0.007252949590104765,14.62,-0.005439537197389417,0.010929070532190449,-0.020000000000000018,232.0985303
2019-12-22,0.050242030071823,-0.05405023962484989,15.47878303302678,33,0.0164009936136828,12.404,0.00533717781350359,-0.0002025589959998834,0.09999999999999987,232.0985303
2019-12-29,-0.013200758391473808,0.050242030071823,15.44453931056336,34,0.005819368864985309,12.84,-0.007913303716526123,0.024809541895211604,-0.040000000000000036,232.0985303
2020-01-05,-0.003385243584933448,-0.013200758391473808,15.282026841467017,27,-0.0016062275647079573,13.7725,-0.0008257638784672776,0.022342567556081928,-0.07999999999999985,191.7217915
2020-01-12,0.10486395291994707,-0.003385243584933448,15.639288584924914,27,0.009384539881912431,13.238,0.0053553166094140224,0.004947801258452318,0.030000000000000027,191.7217915
2020-01-19,0.06141460090152858,0.10486395291994707,15.672720632254869,24,0.01950053453579024,12.309999999999999,0.002871796845487652,0.0001281886939328037,0.010000000000000009,191.7217915
2020-01-26,-0.011366646580003147,0.06141460090152858,15.176576850662903,25,-0.01029427514659535,13.325,0.002148448317325855,0.007406968287055818,-0.14000000000000012,191.7217915
2020-02-02,0.08109129561475063,-0.011366646580003147,15.415079936199769,25,-0.021469924520478172,17.046,-0.004712157868977352,0.008236235104187474,-0.18999999999999995,196.4932569
2020-02-09,0.08386141325664156,0.08109129561475063,15.35898386622092,31,0.03119339767479819,15.919999999999998,0.01315875568804811,-0.009063601897605687,0.08000000000000007,196.4932569
2020-02-16,-0.021829405233715148,0.08386141325664156,15.550043375730128,28,0.0156535046770331,14.357999999999999,0.004448945659731116,0.008369310835537947,0.0,196.4932569
2020-02-23,0.0010465409760218088,-0.021829405233715148,15.56764696644144,27,-0.012622972014825014,15.4625,0.0014114328384078085,0.037974149849062555,-0.13000000000000012,196.4932569
